Year,SMW,Date,Crop_Week,Location,Longitude,Latitude,JS 95-60,JS-335,Shivalik,JS93-05,Punjab1,PK -472,Monetta,NRC-7,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,No_of_Rainy_Days,Rainfall,Wind_Velocity,Disease,,
2021,33,13-08-2021 to 19-08-2021,7,Palampur,76.54,32.11,0,0.5,4.81,0,0,NA,0,0,27.71,18.64,87.86,80.57,4,45,3.19,Frog Eye Leaf Spot,,
2021,34,20-08-2021 to 26-08-2021,8,Palampur,76.54,32.11,1,5.55,12.59,0.55,5.55,NA,2.33,0,25.5,20.46,92.57,88.86,6,66.4,2.47,Frog Eye Leaf Spot,,
2021,35,27-08-2021 to 02-09-2021,9,Palampur,76.54,32.11,5.55,11.11,24.44,5.55,13.33,NA,11.11,0,26.46,18.29,92.57,82,6,80.4,3.51,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Palampur,76.54,32.11,16.66,24.44,32.59,11.11,24.44,NA,26.66,5.55,26.36,19.03,96.29,85.14,4,180.6,2.86,Frog Eye Leaf Spot,,
2021,37,10-09-2021 to 16-09-2021,11,Palampur,76.54,32.11,24.44,30,42.22,16.66,33.33,NA,33.33,8.88,25.49,18.24,93.14,87,6,85.2,3.77,Frog Eye Leaf Spot,,
2021,38,17-09-2021 to 23-09-2021,12,Palampur,76.54,32.11,26.66,38.66,68.89,24.44,55.55,NA,44.44,10.33,26.5,18.91,94.86,83.43,7,86.4,3.41,Frog Eye Leaf Spot,,
2021,39,24-09-2021 to 30-09-2021,13,Palampur,76.54,32.11,30,55.55,82.22,26.66,66.66,NA,55.55,11.11,26.71,17.89,85.86,84.71,4,29.8,3.94,Frog Eye Leaf Spot,,
2021,40,01-10-2021 to 07-10-2021,14,Palampur,76.54,32.11,30,55.55,86.66,33.33,66.66,NA,55.55,11.11,25.86,16.5,88.71,77.86,3,55,4.29,Frog Eye Leaf Spot,,
2021,27,02-07-2021 to 08-07-2021,1,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,31.07,19.39,74.71,52.71,3,62.2,5.77,Anthracnose,,
2021,28,09-07-2021 to 15-07-2021,2,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,27.79,18.77,93,75.86,7,559,5.2,Anthracnose,,
2021,29,16-07-2021 to 22-07-2021,3,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,26.21,20.21,96.14,88.14,6,281.8,3.91,Anthracnose,,
2021,30,23-07-2021 to 29-07-2021,4,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,25.91,20.77,97.57,91,7,174.4,3.24,Anthracnose,,
2021,31,30-07-2021 to 05-08-2021,5,Palampur,76.54,32.11,0,0,0,0,0,0,0,0,27.46,19.96,94.43,83.14,6,89.2,3.33,Anthracnose,,
2021,32,06-08-2021 to 12-08-2021,6,Palampur,76.54,32.11,0,0,0,1.33,0,0,0,0.5,27.07,19.34,90.57,85.43,6,85.6,3.26,Anthracnose,,
2021,33,13-08-2021 to 19-08-2021,7,Palampur,76.54,32.11,1.55,0.5,0.5,3.33,1.66,0,0,1.66,27.71,18.64,87.86,80.57,4,45,3.19,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,8,Palampur,76.54,32.11,5.55,5.55,3.33,6.33,3.33,0,1.66,5.55,25.5,20.46,92.57,88.86,6,66.4,2.47,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Palampur,76.54,32.11,11.11,11.11,11.11,8.66,5.55,3.33,3.66,8.66,26.46,18.29,92.57,82,6,80.4,3.51,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,10,Palampur,76.54,32.11,18.66,16.66,16.66,26.64,6.66,5.55,6.66,11.66,26.36,19.03,96.29,85.14,4,180.6,2.86,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Palampur,76.54,32.11,26.66,24.44,26.64,24.66,8.66,8.33,8.66,16.66,25.49,18.24,93.14,87,6,85.2,3.77,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Palampur,76.54,32.11,33.33,34.21,28.88,26.33,8.66,9.66,11.11,24.66,26.5,18.91,94.86,83.43,7,86.4,3.41,Anthracnose,,change Anthracnose/pb to Anthracnose
2021,39,24-09-2021 to 30-09-2021,13,Palampur,76.54,32.11,55.55,55.55,30,28.66,11.11,11.11,10.33,33.33,26.71,17.89,85.86,84.71,4,29.8,3.94,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,14,Palampur,76.54,32.11,72.22,64.33,33.33,33.33,11.66,11.11,11.11,44.44,25.86,16.5,88.71,77.86,3,55,4.29,Anthracnose,,
2021,27,02-07-2021 to 08-07-2021,1,Almora,79.64,29.59,0,0,0,0,0,0,0,0,32.6,20.4,85.9,47.6,0,0,1.79,Frog Eye Leaf Spot,,
2021,28,09-07-2021 to 15-07-2021,2,Almora,79.64,29.59,0,0,0,0,0,0,0,0,29.9,20,85,64.6,2,14.5,1.6,Frog Eye Leaf Spot,,
2021,29,16-07-2021 to 22-07-2021,3,Almora,79.64,29.59,0,0,0,0,0,0,0,0,26.4,19.5,89,82.8,5,134,1.61,Frog Eye Leaf Spot,,
2021,30,23-07-2021 to 29-07-2021,4,Almora,79.64,29.59,0,0,0,0,0,0,0,0,28.9,20,89.6,74.9,4,25.5,1.28,Frog Eye Leaf Spot,,
2021,31,30-07-2021 to 05-08-2021,5,Almora,79.64,29.59,0,0,0,0,0,0,0,0,30,20.2,88.2,74.6,4,37.5,1.35,Frog Eye Leaf Spot,,
2021,32,06-08-2021 to 12-08-2021,6,Almora,79.64,29.59,0,0,11.11,0,0,0,0,0,29.2,19.9,90.4,65.8,5,92.5,1.2,Frog Eye Leaf Spot,,
2021,33,13-08-2021 to 19-08-2021,7,Almora,79.64,29.59,0,0,33.33,0,0,11.11,0,0,30.1,19.4,91,62.9,3,33.5,1.71,Frog Eye Leaf Spot,,
2021,34,20-08-2021 to 26-08-2021,8,Almora,79.64,29.59,0,11.11,33.33,0,0,11.11,0,11.11,29.4,19.4,86.1,72.4,1,8,1.21,Frog Eye Leaf Spot,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,79.64,29.59,0,11.11,55.55,11.11,11.11,33.33,11.11,11.11,29.6,18.8,93.5,69.6,4,49.5,1.76,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,79.64,29.59,0,11.11,55.55,11.11,11.11,33.33,11.11,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Frog Eye Leaf Spot,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,79.64,29.59,11.11,33.33,55.55,11.11,11.11,33.33,33.33,33.33,30,18.2,89.3,73.4,2,8.5,1.24,Frog Eye Leaf Spot,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,79.64,29.59,11.11,33.33,77.77,11.11,33.33,55.55,33.33,33.33,29.5,17.7,91.9,76.4,2,13.5,1.12,Frog Eye Leaf Spot,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,79.64,29.59,11.11,33.33,77.77,11.11,33.33,55.55,33.33,33.33,30.1,16.5,90.8,69.9,0,2,1.16,Frog Eye Leaf Spot,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,79.64,29.59,11.11,33.33,77.77,11.11,33.33,55.55,33.33,33.33,30.1,15.4,93.3,70,1,31,1.3,Frog Eye Leaf Spot,,
2021,27,02-07-2021 to 08-07-2021,1,Almora,79.64,29.59,0,0,0,0,0,0,0,0,32.6,20.4,85.9,47.6,0,0,1.79,Anthracnose,,changePod Blight to Anthracnose
2021,28,09-07-2021 to 15-07-2021,2,Almora,79.64,29.59,0,0,0,0,0,0,0,0,29.9,20,85,64.6,2,14.5,1.6,Anthracnose,,
2021,29,16-07-2021 to 22-07-2021,3,Almora,79.64,29.59,0,0,0,0,0,0,0,0,26.4,19.5,89,82.8,5,134,1.61,Anthracnose,,
2021,30,23-07-2021 to 29-07-2021,4,Almora,79.64,29.59,0,0,0,0,0,0,0,0,28.9,20,89.6,74.9,4,25.5,1.28,Anthracnose,,
2021,31,30-07-2021 to 05-08-2021,5,Almora,79.64,29.59,0,0,0,0,0,0,0,0,30,20.2,88.2,74.6,4,37.5,1.35,Anthracnose,,
2021,32,06-08-2021 to 12-08-2021,6,Almora,79.64,29.59,0,0,0,0,0,0,0,0,29.2,19.9,90.4,65.8,5,92.5,1.2,Anthracnose,,
2021,33,13-08-2021 to 19-08-2021,7,Almora,79.64,29.59,0,0,0,0,0,0,0,0,30.1,19.4,91,62.9,3,33.5,1.71,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,8,Almora,79.64,29.59,0,0,0,0,0,0,0,0,29.4,19.4,86.1,72.4,1,8,1.21,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,79.64,29.59,0,0,0,0,0,0,0,0,29.6,18.8,93.5,69.6,4,49.5,1.76,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,79.64,29.59,0,0,11.11,11.11,0,0,11.11,0,30.1,18.7,91.8,70.8,3,12,1.06,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,79.64,29.59,11.11,0,33.33,11.11,11.11,11.11,33.33,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,79.64,29.59,33.33,11.11,33.33,33.33,11.11,33.33,55.55,11.11,29.5,17.7,91.9,76.4,2,13.5,1.12,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,79.64,29.59,33.33,11.11,33.33,33.33,11.11,33.33,55.55,11.11,30.1,16.5,90.8,69.9,0,2,1.16,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,79.64,29.59,33.33,11.11,33.33,33.33,11.11,33.33,55.55,11.11,30.1,15.4,93.3,70,1,31,1.3,Anthracnose,,
2021,27,02-07-2021 to 08-07-2021,1,Almora,79.64,29.59,0,0,0,0,0,0,0,0,32.6,20.4,85.9,47.6,0,0,1.79,Bacterial Pustule,,
2021,28,09-07-2021 to 15-07-2021,2,Almora,79.64,29.59,0,0,0,0,0,0,0,0,29.9,20,85,64.6,2,14.5,1.6,Bacterial Pustule,,
2021,29,16-07-2021 to 22-07-2021,3,Almora,79.64,29.59,0,0,0,0,0,0,0,0,26.4,19.5,89,82.8,5,134,1.61,Bacterial Pustule,,
2021,30,23-07-2021 to 29-07-2021,4,Almora,79.64,29.59,0,0,0,0,0,0,0,0,28.9,20,89.6,74.9,4,25.5,1.28,Bacterial Pustule,,
2021,31,30-07-2021 to 05-08-2021,5,Almora,79.64,29.59,0,0,0,0,0,0,0,0,30,20.2,88.2,74.6,4,37.5,1.35,Bacterial Pustule,,
2021,32,06-08-2021 to 12-08-2021,6,Almora,79.64,29.59,0,0,0,0,0,0,0,0,29.2,19.9,90.4,65.8,5,92.5,1.2,Bacterial Pustule,,
2021,33,13-08-2021 to 19-08-2021,7,Almora,79.64,29.59,0,0,0,0,0,0,0,0,30.1,19.4,91,62.9,3,33.5,1.71,Bacterial Pustule,,
2021,34,20-08-2021 to 26-08-2021,8,Almora,79.64,29.59,0,0,0,0,0,0,0,0,29.4,19.4,86.1,72.4,1,8,1.21,Bacterial Pustule,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,79.64,29.59,11.11,0,0,0,0,0,0,0,29.6,18.8,93.5,69.6,4,49.5,1.76,Bacterial Pustule,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,79.64,29.59,11.11,0,11.11,0,11.11,11.11,11.11,0,30.1,18.7,91.8,70.8,3,12,1.06,Bacterial Pustule,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,79.64,29.59,33.33,11.11,11.11,0,11.11,11.11,11.11,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Bacterial Pustule,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,79.64,29.59,33.33,11.11,11.11,0,11.11,33.33,11.11,11.11,29.5,17.7,91.9,76.4,2,13.5,1.12,Bacterial Pustule,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,79.64,29.59,55.55,11.11,11.11,0,11.11,33.33,11.11,11.11,30.1,16.5,90.8,69.9,0,2,1.16,Bacterial Pustule,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,79.64,29.59,55.55,11.11,11.11,0,11.11,33.33,11.11,11.11,30.1,15.4,93.3,70,1,31,1.3,Bacterial Pustule,,
2021,29,16-07-2021 to 22-07-2021,1,Dharwad,75,15.45,0,0,0,0,0,0,0,0,25.7,20.7,91.4,88.6,5,44,12.96,Rust,,
2021,30,23-07-2021 to 29-07-2021,2,Dharwad,75,15.45,0,0,0,0,0,0,0,0,26.1,20.4,91.4,86.9,3,104.6,14.14,Rust,,
2021,31,30-07-2021 to 05-08-2021,3,Dharwad,75,15.45,0,0,0,0,0,0,0,0,27,20.7,91.7,87.1,3,16.4,14.4,Rust,,
2021,32,06-08-2021 to 12-08-2021,4,Dharwad,75,15.45,0,0,0,0,0,0,0,0,29.2,20.8,88.6,83,2,12.3,10.27,Rust,,
2021,33,13-08-2021 to 19-08-2021,5,Dharwad,75,15.45,4.55,5.55,3.55,5.05,4.55,4.55,3.42,3.33,26.8,20.1,90.4,90.3,3,14,10.07,Rust,,
2021,34,20-08-2021 to 26-08-2021,6,Dharwad,75,15.45,10.13,11.11,11.11,11.11,10.13,11.11,11.11,11.11,29,20.2,88.7,81.3,1,11,7.93,Rust,,
2021,35,27-08-2021 to 02-09-2021,7,Dharwad,75,15.45,22.12,35.76,26.12,19.3,22.12,28.43,22.42,24.52,28.2,20.6,88,79.1,2,26.6,8.9,Rust,,
2021,36,03-09-2021 to 09-09-2021,8,Dharwad,75,15.45,32.65,40.28,36.13,29.12,32.65,38.33,30.12,28.13,27.5,20.5,90.9,79.6,2,11.4,12.07,Rust,,
2021,37,10-09-2021 to 16-09-2021,9,Dharwad,75,15.45,38.24,45.37,41.11,33.41,38.24,42.12,36.12,33.12,27.1,21,92.4,85.6,3,16.6,12.23,Rust,,
2021,38,17-09-2021 to 23-09-2021,10,Dharwad,75,15.45,41.45,48.12,44.73,39.18,41.45,46.75,44.25,40.56,29.1,20.3,88.6,70.9,0,0,8.54,Rust,,
2021,39,24-09-2021 to 30-09-2021,11,Dharwad,75,15.45,55.26,62.21,52.17,56.21,55.26,48.13,63.18,58.45,28,20.3,88.4,78.3,2,19.4,9.27,Rust,,
2021,40,01-10-2021 to 07-10-2021,12,Dharwad,75,15.45,63.12,76.45,76.81,67.92,63.12,69.42,75.55,63.18,30.9,21.1,87,80.1,4,39.8,3.74,Rust,,
2021,41,08-10-2021 to 14-10-2021,13,Dharwad,75,15.45,87.73,91.83,86.67,89.6,87.73,87.77,79.93,86.63,29.2,20.9,91.4,75.3,2,25,4.33,Rust,,
2021,29,16-07-2021 to 22-07-2021,1,Dharwad,75,15.45,0,0,0,0,0,0,0,0,25.7,20.7,91.4,88.6,5,44,12.96,Anthracnose,,
2021,30,23-07-2021 to 29-07-2021,2,Dharwad,75,15.45,0,0,0,0,0,0,0,0,26.1,20.4,91.4,86.9,3,104.6,14.14,Anthracnose,,
2021,31,30-07-2021 to 05-08-2021,3,Dharwad,75,15.45,0,0,0,0,0,0,0,0,27,20.7,91.7,87.1,3,16.4,14.4,Anthracnose,,
2021,32,06-08-2021 to 12-08-2021,4,Dharwad,75,15.45,0,0,0,0,0,0,0,0,29.2,20.8,88.6,83,2,12.3,10.27,Anthracnose,,
2021,33,13-08-2021 to 19-08-2021,5,Dharwad,75,15.45,0,0,0,0,0,0,0,0,26.8,20.1,90.4,90.3,3,14,10.07,Anthracnose,,change Anthracnose/pb to Anthracnose
2021,34,20-08-2021 to 26-08-2021,6,Dharwad,75,15.45,0,0,0,0,0,0,0,0,29,20.2,88.7,81.3,1,11,7.93,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,7,Dharwad,75,15.45,0,0,0,0,0,0,0,0,28.2,20.6,88,79.1,2,26.6,8.9,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,8,Dharwad,75,15.45,0,0,0,0,0,0,0,0,27.5,20.5,90.9,79.6,2,11.4,12.07,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,9,Dharwad,75,15.45,0,0,0,0,0,0,0,0,27.1,21,92.4,85.6,3,16.6,12.23,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,10,Dharwad,75,15.45,11.11,1.92,6.5,11.11,7.56,2.65,4.25,3.12,29.1,20.3,88.6,70.9,0,0,8.54,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,11,Dharwad,75,15.45,18.88,4.66,9.12,18.19,16.76,6.76,8.65,6.62,28,20.3,88.4,78.3,2,19.4,9.27,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,12,Dharwad,75,15.45,21.05,18.78,22.65,25.67,27.88,20.72,11.43,18.76,30.9,21.1,87,80.1,4,39.8,3.74,Anthracnose,,
2021,41,08-10-2021 to 14-10-2021,13,Dharwad,75,15.45,51.84,53.32,45.78,51.84,48.88,38.37,24.43,44.3,29.2,20.9,91.4,75.3,2,25,4.33,Anthracnose,,
2021,32,06-08-2021 to 12-08-2021,1,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,34.5,25.3,91.28,70.57,7,16.2,4.19,Collar Rot,,
2021,33,13-08-2021 to 19-08-2021,2,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,32.4,25.2,91.85,82,7,7.9,3.93,Collar Rot,,
2021,34,20-08-2021 to 26-08-2021,3,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,32.2,24.8,94.85,80.85,6,2.9,3.66,Collar Rot,,
2021,35,27-08-2021 to 02-09-2021,4,Jorhat,94.17,26.73,0.83,0,0,0,12.66,0,16.5,0,31.1,24.2,94.85,81.42,4,4.6,1.93,Collar Rot,,
2021,36,03-09-2021 to 09-09-2021,5,Jorhat,94.17,26.73,0.83,0,0,8.3,12.66,0,16.5,0,33.7,24.3,94,72,3,2.4,1.79,Collar Rot,,
2021,37,10-09-2021 to 16-09-2021,6,Jorhat,94.17,26.73,0.83,0,0,8.3,12.66,0,16.5,5.5,35.6,25.4,91.28,61.57,4,0.4,2.07,Collar Rot,,
2021,38,17-09-2021 to 23-09-2021,7,Jorhat,94.17,26.73,0.83,0,4,8.3,25,4.1,16.5,5.5,32,23.8,95.85,73,2,3.4,1.53,Collar Rot,,
2021,39,24-09-2021 to 30-09-2021,8,Jorhat,94.17,26.73,0.83,0,4,8.3,25,4.1,29.1,10.83,34.2,24.2,94.42,64.28,4,6.5,1.86,Collar Rot,,
2021,40,01-10-2021 to 07-10-2021,9,Jorhat,94.17,26.73,12.5,0,4,8.3,25,4.1,29.1,10.83,32.7,23.9,92.85,72.71,2,0.5,1.69,Collar Rot,,
2021,41,08-10-2021 to 14-10-2021,10,Jorhat,94.17,26.73,12.5,0,4,8.3,25,4.1,29.1,10.83,34.5,24.3,94.28,66.14,0,3.2,1.01,Collar Rot,,
2021,42,15-10-2021 to 21-10-2021,11,Jorhat,94.17,26.73,12.5,0,4,8.3,25,4.1,29.1,10.83,33.8,24.1,94,73,4,8.9,1.94,Collar Rot,,
2021,43,22-10-2021 to 28-10-2021,12,Jorhat,94.17,26.73,12.5,0,4,14.16,25,4.1,29.1,10.83,30.2,20.5,96.28,63,1,2.4,1.23,Collar Rot,,
2021,44,29-10-2021 to 04-11-2021,13,Jorhat,94.17,26.73,12.5,0,29,14.16,25,4.1,-,10.83,30.1,18.1,96,58,0,2.1,1.69,Collar Rot,,
2021,45,05-11-2021 to 11-11-2021,14,Jorhat,94.17,26.73,12.5,0,29,14.16,25,4.1,-,10.83,29.6,14.5,96.28,53.53,0,0,1.37,Collar Rot,,
2021,46,12-11-2021 to 18-11-2021,15,Jorhat,94.17,26.73,12.5,0,29,14.16,25,4.1,-,10.83,29.2,14.4,97.14,55,0,0,1.1,Collar Rot,,
2021,32,06-08-2021 to 12-08-2021,1,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,34.5,25.3,91.28,70.57,7,16.2,4.19,Rhizoctonia Aerial Blight,,
2021,33,13-08-2021 to 19-08-2021,2,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,32.4,25.2,91.85,82,7,7.9,3.93,Rhizoctonia Aerial Blight,,
2021,34,20-08-2021 to 26-08-2021,3,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,32.2,24.8,94.85,80.85,6,2.9,3.66,Rhizoctonia Aerial Blight,,
2021,35,27-08-2021 to 02-09-2021,4,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,31.1,24.2,94.85,81.42,4,4.6,1.93,Rhizoctonia Aerial Blight,,
2021,36,03-09-2021 to 09-09-2021,5,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,33.7,24.3,94,72,3,2.4,1.79,Rhizoctonia Aerial Blight,,
2021,37,10-09-2021 to 16-09-2021,6,Jorhat,94.17,26.73,7.5,9.5,2.5,0,0,0,7,5.5,35.6,25.4,91.28,61.57,4,0.4,2.07,Rhizoctonia Aerial Blight,,
2021,38,17-09-2021 to 23-09-2021,7,Jorhat,94.17,26.73,7.5,9.5,2.5,9.16,34.53,0,7,16.5,32,23.8,95.85,73,2,3.4,1.53,Rhizoctonia Aerial Blight,,
2021,39,24-09-2021 to 30-09-2021,8,Jorhat,94.17,26.73,7.5,9.5,10,9.16,34.53,0,7,16.5,34.2,24.2,94.42,64.28,4,6.5,1.86,Rhizoctonia Aerial Blight,,
2021,40,01-10-2021 to 07-10-2021,9,Jorhat,94.17,26.73,12.5,9.5,10,9.16,34.53,19.16,32.5,16.5,32.7,23.9,92.85,72.71,2,0.5,1.69,Rhizoctonia Aerial Blight,,
2021,41,08-10-2021 to 14-10-2021,10,Jorhat,94.17,26.73,12.5,22,10,16.33,34.53,19.16,32.5,16.5,34.5,24.3,94.28,66.14,0,3.2,1.01,Rhizoctonia Aerial Blight,,
2021,42,15-10-2021 to 21-10-2021,11,Jorhat,94.17,26.73,12.5,22,38.3,16.33,34.53,19.16,32.5,29.16,33.8,24.1,94,73,4,8.9,1.94,Rhizoctonia Aerial Blight,,
2021,43,22-10-2021 to 28-10-2021,12,Jorhat,94.17,26.73,12.5,22,38.3,16.33,34.53,19.16,32.5,29.16,30.2,20.5,96.28,63,1,2.4,1.23,Rhizoctonia Aerial Blight,,
2021,44,29-10-2021 to 04-11-2021,13,Jorhat,94.17,26.73,12.5,36.94,38.3,16.33,55,19.16,32.5,29.16,30.1,18.1,96,58,0,2.1,1.69,Rhizoctonia Aerial Blight,,
2021,45,05-11-2021 to 11-11-2021,14,Jorhat,94.17,26.73,12.5,36.94,38.3,16.33,55,19.16,32.5,29.16,29.6,14.5,96.28,53.53,0,0,1.37,Rhizoctonia Aerial Blight,,
2021,46,12-11-2021 to 18-11-2021,15,Jorhat,94.17,26.73,12.5,36.94,38.3,16.33,55,19.16,32.5,29.16,29.2,14.4,97.14,55,0,0,1.1,Rhizoctonia Aerial Blight,,
2021,32,06-08-2021 to 12-08-2021,1,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,34.5,25.3,91.28,70.57,7,16.2,4.19,Anthracnose,,change Anthracnose/pb to Anthracnose
2021,33,13-08-2021 to 19-08-2021,2,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,32.4,25.2,91.85,82,7,7.9,3.93,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,3,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,32.2,24.8,94.85,80.85,6,2.9,3.66,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,4,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,31.1,24.2,94.85,81.42,4,4.6,1.93,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,5,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,33.7,24.3,94,72,3,2.4,1.79,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,6,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,35.6,25.4,91.28,61.57,4,0.4,2.07,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,7,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,32,23.8,95.85,73,2,3.4,1.53,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,8,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,34.2,24.2,94.42,64.28,4,6.5,1.86,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,9,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,32.7,23.9,92.85,72.71,2,0.5,1.69,Anthracnose,,
2021,41,08-10-2021 to 14-10-2021,10,Jorhat,94.17,26.73,0,0,0,0,26.66,0,0,0,34.5,24.3,94.28,66.14,0,3.2,1.01,Anthracnose,,
2021,42,15-10-2021 to 21-10-2021,11,Jorhat,94.17,26.73,11.94,0,0,0,26.66,17.5,16.66,21.66,33.8,24.1,94,73,4,8.9,1.94,Anthracnose,,
2021,43,22-10-2021 to 28-10-2021,12,Jorhat,94.17,26.73,11.94,9.16,0,34.6,26.66,17.5,16.66,21.66,30.2,20.5,96.28,63,1,2.4,1.23,Anthracnose,,
2021,44,29-10-2021 to 04-11-2021,13,Jorhat,94.17,26.73,19.52,19.52,16.66,34.6,26.66,17.5,36.7,45.83,30.1,18.1,96,58,0,2.1,1.69,Anthracnose,,
2021,45,05-11-2021 to 11-11-2021,14,Jorhat,94.17,26.73,19.52,20.83,16.66,82.5,26.66,17.5,36.7,45.83,29.6,14.5,96.28,53.53,0,0,1.37,Anthracnose,,
2021,46,12-11-2021 to 18-11-2021,15,Jorhat,94.17,26.73,19.52,20.83,16.66,82.5,26.66,17.5,36.7,45.83,29.2,14.4,97.14,55,0,0,1.1,Anthracnose,,
2021,32,06-08-2021 to 12-08-2021,1,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,34.5,25.3,91.28,70.57,7,16.2,4.19,Yellow Mosaic Disease,,
2021,33,13-08-2021 to 19-08-2021,2,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,32.4,25.2,91.85,82,7,7.9,3.93,Yellow Mosaic Disease,,
2021,34,20-08-2021 to 26-08-2021,3,Jorhat,94.17,26.73,0,0,0,0,0,0,0,0,32.2,24.8,94.85,80.85,6,2.9,3.66,Yellow Mosaic Disease,,
2021,35,27-08-2021 to 02-09-2021,4,Jorhat,94.17,26.73,0,0,0,0,0,0,11.11,0,31.1,24.2,94.85,81.42,4,4.6,1.93,Yellow Mosaic Disease,,
2021,36,03-09-2021 to 09-09-2021,5,Jorhat,94.17,26.73,0,0,0,0,0,11.28,11.11,8.33,33.7,24.3,94,72,3,2.4,1.79,Yellow Mosaic Disease,,
2021,37,10-09-2021 to 16-09-2021,6,Jorhat,94.17,26.73,0,0,0,0,0,11.28,11.11,8.33,35.6,25.4,91.28,61.57,4,0.4,2.07,Yellow Mosaic Disease,,
2021,38,17-09-2021 to 23-09-2021,7,Jorhat,94.17,26.73,0,3.6,0,0,9.16,11.28,11.11,8.33,32,23.8,95.85,73,2,3.4,1.53,Yellow Mosaic Disease,,
2021,39,24-09-2021 to 30-09-2021,8,Jorhat,94.17,26.73,6.94,3.6,0,0,9.16,11.28,11.11,8.33,34.2,24.2,94.42,64.28,4,6.5,1.86,Yellow Mosaic Disease,,
2021,40,01-10-2021 to 07-10-2021,9,Jorhat,94.17,26.73,6.94,3.6,0,0,9.16,11.28,0,8.33,32.7,23.9,92.85,72.71,2,0.5,1.69,Yellow Mosaic Disease,,
2021,41,08-10-2021 to 14-10-2021,10,Jorhat,94.17,26.73,6.94,10,0.5,0.5,9.16,11.28,0,8.33,34.5,24.3,94.28,66.14,0,3.2,1.01,Yellow Mosaic Disease,,
